          10  -4470.3021525146332       -3837.6353681737132       -2734.3408583894325       -1408.9085884046724        309.27857550614772        871.07833339397462        2455.0560195868052        6736.0577056692027        11181.882285383092        11705.821252573425     
          20  -4207.2385339126831       -4023.9919613509678       -2195.3363758478345       -1835.5128735653764        297.39333061420308        797.21513640735566        2046.9314560673886        6898.4894114451708        11092.186902763762        11791.106743220453     
          30  -4283.9747587659858       -4078.8171310858329       -2431.2494082826574       -1440.6264463557200        441.57057739545166        1013.3230119915758        2330.7220054664040        6930.7510018970806        11209.351413088641        11782.872054258240     
          40  -4345.1026422979885       -4054.3957555667243       -2568.0284169765268       -1501.4118384520395        380.30889088056830        946.64147056875549        2305.6749460225169        6884.8866777127978        11192.176808243195        11752.114656580392     
          50  -4337.2501288718922       -3984.3945457996583       -2504.1105266993650       -1338.8343408235821        395.30619179331768        1053.2120889897155        2436.3784308134354        6899.9697422988074        11230.230025237101        11738.943485239368     
          60  -4453.5296421943476       -3848.5651480946794       -2708.3252508081609       -835.28969590811732        441.88680394135940        1405.6187210267069        2866.5834669615870        6928.4679629857283        11362.419820689165        11746.351049643896     
          70  -4398.7244280391014       -3919.0434881337133       -2611.4940904906748       -922.61016604157544        447.07860028211223        1404.5126717327914        2783.6554132100605        6962.8219959622638        11340.123767745079        11748.570926024897     
          80  -4342.7044219345589       -3892.0767338763285       -2493.6046266029689       -1052.6613435060860        447.09992894942070        1293.4213226852562        2673.7836921999192        6942.4309671166457        11307.976855321396        11749.732575189890     
          90  -4359.1997023726381       -3864.4175803650442       -2531.2119449483089       -946.27955199289602        452.48503709308540        1343.6764927556017        2766.3151356369599        6936.8445398042431        11330.659942232694        11748.051987155841     
         100  -4314.2948011617491       -3879.7385093469079       -2429.7599755251231       -887.25775705446517        463.47904420499293        1421.3385555650555        2812.9911624745737        6992.0298666563931        11342.586559780260        11753.382811811625     
         110  -4272.9830983158208       -3875.0969510139175       -2370.4676021197015       -1046.7134050668724        471.90183553839120        1281.8669529171787        2676.3247710398459        6959.0492529755538        11302.889166687406        11760.920405461979     
         120  -4304.2271621959126       -3887.8649029912467       -2446.5999476877510       -1006.5769637815291        469.72463754993663        1307.5504625349404        2709.4556119860604        6952.8904402423395        11312.447395936377        11759.225858306878     
         130  -4334.7864557271796       -3891.3432841433391       -2496.4504619251743       -977.82403711968607        462.53038201752736        1318.3485426189793        2734.4324453497738        6939.5294969845963        11318.775231907233        11753.621624464324     
         140  -4330.2120141540845       -3893.5815862282989       -2488.3195378822620       -1007.8126451678296        460.51021640084628        1291.6365695743668        2708.3221050776920        6934.1419312392400        11308.524200734890        11754.089196038485     
         150  -4261.6345193856996       -3894.4028924941226       -2349.5961786216958       -1047.2509635851420        482.08009604280983        1295.9990089383384        2671.8640110793554        6967.1935391983743        11299.838646571739        11765.410478307322     
         160  -4265.7731855520942       -3891.8745425434845       -2355.0796645851528       -1021.7659694907537        488.44599669699869        1317.6575830909912        2693.9551958997417        6966.9351022008423        11307.425068883309        11767.572345938479     
         170  -4249.0193235384231       -3893.1316469201702       -2318.0750315471937       -1054.0786987593460        489.98771966684131        1293.1441298136772        2666.4456038266599        6965.5893817209580        11299.630128942483        11768.535033921000     
         180  -4259.9334490286892       -3915.9725616091027       -2337.3414035280693       -1092.7423161991155        482.76030206680610        1276.6292868618889        2632.1980679248604        6965.5242700503968        11291.472610201779        11767.331984285676     
         190  -4274.4047960859552       -3900.7555428911714       -2362.5850224685300       -1067.9923433043491        473.75862673560363        1277.4700994521288        2655.7066797486937        6955.1493447496541        11297.729619013677        11761.195318090487     
         200  -4274.0440638853115       -3883.4999207559390       -2361.7562670574744       -1040.4437912900889        477.36832766312637        1292.6437688742665        2680.3373973194252        6954.8164753312867        11303.305255719721        11761.975618546328     
