          10  -10527.685268817690       -8516.1759752908911        2011.5092935267994       -7125.1457361620387        3402.5395326556518       -6832.9827659907787        3694.7025028269113     
          20  -10413.372810124658       -8711.3088689878368        1702.0639411368204       -7035.8893130056695        3377.4834971189885       -6733.4239992117637        3679.9488109128943     
          30  -10419.634139831605       -8752.5599468499422        1667.0741929816643       -7103.9002715592278        3315.7338682723785       -6847.0137838725113        3572.6203559590954     
          40  -10497.790949880145       -8735.2836166996676        1762.5073331804772       -7207.4202667024983        3290.3706831776476       -6930.2464058213291        3567.5445440588164     
          50  -10422.137547623073       -8624.2109083895484        1797.9266392335264       -7011.9754379973538        3410.1621096257199       -6826.0741448544059        3596.0634027686683     
          60  -10264.765441382444       -8343.9152934490849        1920.8501479333595       -6818.7305981291011        3446.0348432533419       -6605.2245951328305        3659.5408462496130     
          70  -10273.540019339924       -8451.0612502136864        1822.4787691262363       -6826.5722043052747        3446.9678150346485       -6651.6134443904211        3621.9265749495021     
          80  -10259.082929191818       -8429.3253092880004        1829.7576199038183       -6763.5869745754908        3495.4959546163277       -6627.7966260118701        3631.2863031799488     
          90  -10233.527956539538       -8376.7404502416848        1856.7875062978533       -6723.1648788599814        3510.3630776795571       -6598.3971523241580        3635.1308042153805     
         100  -10198.892266311626       -8381.7203096040557        1817.1719567075713       -6652.1147652613563        3546.7775010502710       -6555.9562896643884        3642.9359766472385     
         110  -10193.816483309511       -8373.2844867544427        1820.5319965550677       -6657.4220569593253        3536.3944263501853       -6525.4049434724266        3668.4115398370832     
         120  -10211.975837658561       -8393.3927594850065        1818.5830781735542       -6694.2349530022530        3517.7408846563085       -6568.7508275693326        3643.2250100892288     
         130  -10216.867207374413       -8387.1572681663147        1829.7099392080975       -6701.9583564975574        3514.9088508768559       -6569.4590074876742        3647.4081998867387     
         140  -10220.482812186081       -8388.0577575443622        1832.4250546417204       -6705.4877908205799        3514.9950213655015       -6571.6460328357625        3648.8367793503194     
         150  -10171.747940491006       -8377.4561520830575        1794.2917884079495       -6646.9414234117321        3524.8065170792756       -6486.3728601547073        3685.3750803363000     
         160  -10161.825023621350       -8369.3937164506151        1792.4313071707338       -6640.0805502397452        3521.7444733816046       -6471.4964066241982        3690.3286169971511     
         170  -10159.277797491723       -8373.5794247449521        1785.6983727467707       -6640.5653969958648        3518.7124004958569       -6454.3885125250263        3704.8892849666954     
         180  -10187.276647653380       -8414.2703892213995        1773.0062584319789       -6681.1666002886195        3506.1100473647593       -6502.5621372762125        3684.7145103771663     
         190  -10199.407187632738       -8407.4074216359586        1791.9997659967783       -6682.8092451499242        3516.5979424828129       -6520.0772899616386        3679.3298976710989     
         200  -10180.449573386450       -8374.1478852969813        1806.3016880894686       -6652.9217164980028        3527.5278568884464       -6493.9406423427463        3686.5089310437029     
