0	0	1	2	3	4	5	0	0
1	1.01389765543	2.05617688255	3.05849637968	5.16755136933	6.89851965642	19.6350546392	1.0	0.013897655432
2	1.00861888656	2.05144853741	3.04349244083	5.28505279913	6.66001971943	18.8464463638	2.0	0.991381113437
3	1.00665210419	2.04927753483	3.03933787865	5.31642615305	6.59246936526	18.6187291651	2.0	0.993347895806
4	1.00525764674	2.04763098854	3.0365027197	5.3444998039	6.53700494454	18.4326066013	3.0	1.99474235326
5	1.00297069213	2.04503650682	3.03282608831	5.34820610227	6.50631182165	18.3188603669	3.0	1.99702930787
6	1.00385956935	2.04617415423	3.03490781692	5.31295988533	6.56601832949	18.5151597757	3.0	1.99614043065
7	1.00143871917	2.04347850234	3.03105992196	5.31085081716	6.5418661628	18.4214966229	4.0	2.99856128083
8	1.00425218422	2.04656942984	3.03521000526	5.32805136947	6.54898230435	18.4637810916	4.0	2.99574781578
9	1.00226096427	2.04431496559	3.03193976204	5.3332541154	6.51938508891	18.3557034902	4.0	2.99773903573
10	1.00059636751	2.04249842685	3.02950352818	5.32141091719	6.51749687465	18.3381421226	4.0	2.99940363249
