10 -8650.7950935601039 -7190.7278163035262 -5808.3878896849001 -4939.2657967409632 -3732.4212195280020 -3022.7723879424134 -713.13711694811013 588.40345676146876 3103.8533857139778 3396.8822521849124                                                                                         
20 -8458.4662752932800 -7475.0347911626523 -5576.2430209913819 -4843.8793161557451 -3786.7300859303291 -2840.0764741384960 -1039.0931949034482 -9.1097801528720321 2835.6973997722475 3493.4467730663573                                                                                         
30 -8497.9414200534811 -7503.3374108853950 -5629.4831314812336 -4883.5185998103225 -3729.1092488040695 -2980.9074715811594 -652.81784238265186 484.48920562959273 3076.9010168608356 3519.7263527911596                                                                                         
40 -8572.3462254103160 -7461.5911329193641 -5780.3079651435664 -4969.0263284130133 -3777.5645749684368 -3078.6600023106730 -745.22824397452746 401.44584224485794 3034.2254768746311 3462.4048084077158                                                                                         
50 -8538.7501728731495 -7363.7714244660119 -5621.3894020517782 -4845.6011550100357 -3693.0212222864802 -2964.9768956112712 -581.49311018517892 618.57881956199913 3137.1788425279697 3484.8583398031378                                                                                         
60 -8507.5297321089547 -7149.6092457026716 -5606.7431835447560 -4610.3316767121323 -3573.4292950241061 -2806.8070220558429 -86.263964497835715 1292.8619725581393 3505.9214881814705 3642.2324679220815                                                                                         
70 -8488.8964958324195 -7250.4782001704807 -5552.0423603996560 -4628.3771589572807 -3580.9133569735691 -2830.5049102986577 -115.78126632749134 1199.9241904654616 3446.8428941608581 3614.8123468626081                                                                                         
80 -8459.0793502141678 -7220.9366605431233 -5452.0097067987435 -4651.2191900129010 -3553.3775238758762 -2801.8738692697207 -253.74781064305725 1030.7049011453787 3354.1056231762996 3577.0107427155776                                                                                         
90 -8450.9766046996974 -7178.5687268197498 -5443.5915074625427 -4612.9709437712336 -3528.9708765146033 -2774.9428730667169 -158.25744666109981 1171.0021094675744 3440.5154683127107 3605.1176989536389                                                                                         
100 -8421.3680068794511 -7193.1993824462270 -5338.8356910760258 -4547.9419396367048 -3490.5200793819395 -2713.3499064412817 -45.125218225254379 1271.4281725759145 3483.4016655021487 3660.6950325040211                                                                                         
110 -8397.3611655541954 -7186.4690384741616 -5309.7024488534262 -4597.6076871746372 -3483.6135543042342 -2712.5787031150362 -217.99653050393763 1063.3381361556851 3376.3202138798165 3603.8909929914989                                                                                         
120 -8416.9162765995316 -7204.5756020146555 -5376.1024811734233 -4611.1714180967329 -3507.6825822720889 -2753.2237979171141 -187.97075622669232 1107.9962490852899 3403.6425222379517 3606.1756878420742                                                                                         
130 -8431.5642491742510 -7204.7888835483091 -5399.1960114520789 -4614.3000736394442 -3517.5914130637784 -2764.2461360875905 -170.66334710258781 1142.9960422078398 3425.7919735880841 3604.5215248019731                                                                                         
140 -8432.1270072526440 -7205.6916053236164 -5400.1195973443337 -4624.8118755664973 -3521.0982076011928 -2768.3795650406805 -196.67070108867853 1112.1851277181809 3408.2558932207353 3596.0077148518476                                                                                         
150 -8380.1669481097197 -7205.4088658247383 -5278.2704201433398 -4583.1199056391515 -3472.4149508561759 -2695.0975755680993 -192.73986820365965 1080.3673948305823 3380.4105126182508 3615.9279207611344                                                                                         
160 -8375.5791074100907 -7200.9227886996814 -5268.8715749509365 -4570.6724874772108 -3464.6622539442706 -2686.0451784807301 -166.25788889617777 1114.0441782409962 3400.3843738266346 3624.8431615200752                                                                                         
170 -8366.9421901102796 -7203.8810902590667 -5244.8532650551806 -4573.0541724538953 -3459.7244626628781 -2670.9598460560442 -200.61470302055781 1068.0458903490257 3373.6437140170374 3618.1673408523720                                                                                         
180 -8385.7770639581922 -7237.5430095797792 -5289.9764080785062 -4602.9588590149770 -3491.2381250314493 -2708.9139835961969 -242.31907860468954 1013.4768942560995 3339.7379168712469 3605.5567234391247                                                                                         
190 -8398.8565628339384 -7221.8428636973040 -5303.8137270522620 -4606.5753963399047 -3494.7982928114779 -2716.8570928671552 -235.85278684816706 1033.5579285662070 3355.1463300697360 3598.8331625367186                                                                                         
200 -8389.2792745901152 -7195.0355883860720 -5285.0344994727939 -4587.6284548927224 -3476.3404155827257 -2698.2615807239790 -204.39870873033402 1076.4644386573405 3380.8895237983897 3608.2442581519158                                                                                         
