          10  -6585.5170730083892       -5624.3601556984513        961.15691730993785       -4278.1395685826392        2307.3775044257504       -3059.5192353727380        3525.9978376356512     
          20  -6330.9790469157742       -5893.1756305213485        437.80341639442622       -3860.9469541205281        2470.0320927952466       -3251.5854725529475        3079.3935743628272     
          30  -6406.8438622010526       -5913.6083526297070        493.23550957134501       -3998.3794173289125        2408.4644448721397       -3085.1194418915293        3321.7244203095229     
          40  -6478.2094840252821       -5872.8319958356351        605.37748818964701       -4157.0247438176375        2321.1847402076437       -3146.9338981225292        3331.2755859027525     
          50  -6466.6244296802797       -5789.4415568876975        677.18287279258220       -4043.4756567613063        2423.1487729189739       -2994.3880869963282        3472.2363426839520     
          60  -6520.9874308271983       -5620.3232729061283        900.66415792107057       -4186.3208754288835        2334.6665553983148       -2586.8047245764283        3934.1827062507700     
          70  -6483.5135324477451       -5704.5589847529027        778.95454769484263       -4094.4494932256371        2389.0640392221085       -2651.0763185692367        3832.4372138785084     
          80  -6441.0379542004121       -5676.3414527301029        764.69650147030950       -3968.2321395437534        2472.8058146566586       -2736.3959827744343        3704.6419714259782     
          90  -6446.2000750056923       -5642.3913305260185        803.80874447967403       -3991.5007691285623        2454.6993058771300       -2654.9625059289910        3791.2375690767012     
         100  -6412.1913540188125       -5658.7324224619306        753.45893155688236       -3878.7619754396160        2533.4293785791965       -2592.4259841727235        3819.7653698460895     
         110  -6377.0035059991797       -5653.7807142088159        723.22279179036343       -3824.9518797208134        2552.0516262783658       -2709.2954082955680        3667.7080977036112     
         120  -6400.9692038286857       -5668.4241476868610        732.54505614182494       -3906.5754240612659        2494.3937797674203       -2692.4962041999702        3708.4729996287160     
         130  -6423.9215852582593       -5670.5942245337210        753.32736072453883       -3948.8589041165419        2475.0626811417178       -2677.9767537274547        3745.9448315308045     
         140  -6421.7237555786269       -5672.4112959474260        749.31245963120034       -3943.9031425351882        2477.8206130434382       -2699.2169946274412        3722.5067609511857     
         150  -6363.3937318786566       -5674.2900345474300        689.10369733122729       -3797.1055247069585        2566.2882071716981       -2705.3617221922818        3658.0320096863752     
         160  -6363.6265242995587       -5670.9324955555612        692.69402874399702       -3795.9826896163481        2567.6438346832106       -2685.7407481595783        3677.8857761399804     
         170  -6350.5378684448606       -5673.1520421126725        677.38582633218789       -3758.8330428586055        2591.7048255862551       -2707.1415725300280        3643.3962959148325     
         180  -6364.1450349559927       -5700.5763770485510        663.56865790744132       -3791.3911364121491        2572.7538985438437       -2744.2315555190412        3619.9134794369511     
         190  -6377.8529843710303       -5684.0385202273010        693.81446414372954       -3813.5786049736621        2564.2743793973682       -2730.0315882672053        3647.8213961038259     
         200  -6374.1979602835172       -5662.7203817017216        711.47757858179591       -3806.0369895553908        2568.1609707281264       -2703.4495904029113        3670.7483698806063     
