0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
1.00149198837	1.99006952613	2.02304027251	2.97155105741	3.02169562263	3.11053280422	4.01580269839	4.04272704389	4.12733064989	5.03285624651	5.0851289006	5.18183515812	5.46591844361	6.42561389129	6.67706733444	7.08293048912	8.27581497674	10.4950700455	11.0539867878	24.1067197835
0.99083000315	1.99362666599	2.00612465378	2.99213799443	3.00593725585	3.07821559223	4.00715457618	4.03597576882	4.083883057	4.92352191466	5.04829499098	5.12124035304	5.76994661939	6.06649389568	6.43768197904	7.43981154589	8.87931364683	9.10956852411	9.65368688137	18.9973724319
1.01120705499	2.01821926562	2.02385906959	3.02380806775	3.03778335232	3.09297342634	4.05100033847	4.08546353808	4.11747775716	4.7571263301	5.11009709783	5.15761263732	5.93906723845	6.16327243536	6.5020635675	8.12475078236	8.4300211284	9.38291083606	10.3538468606	18.4584156167
1.00256403471	2.00720999639	2.01633329192	3.01226230165	3.02017274079	3.08631023939	4.03566791056	4.0575580521	4.10349983429	4.80770067441	5.08022174311	5.13945079452	5.9351917425	6.19155882976	6.29894228494	7.97639224482	8.54347790655	9.43543989253	10.045134399	18.962872869
0.994286452797	1.99833498634	2.00749315146	2.99936869146	3.01256032501	3.07598988656	4.01978145959	4.04455770528	4.09065249685	4.81260362105	5.06037513517	5.10821239105	5.88181243686	6.16871030445	6.31811552077	7.83539847425	8.54475575755	9.17253629763	9.87532487941	18.2808606924
0.994185157446	1.99845913223	2.00683517057	2.99914711547	3.01395828335	3.07446977044	4.01951816445	4.04669950703	4.09128032174	4.79423512492	5.06185030339	5.10623323848	5.87875961624	6.17187620832	6.34281318742	7.87700350332	8.47160018355	9.12903814814	9.93134269692	18.0338672623
0.984250791575	1.98708720968	1.9954007742	2.9836077814	3.00152618277	3.06027265897	4.00136019176	4.02796146503	4.07688545726	4.77339734105	5.03577332389	5.0851588791	5.84881312275	6.14070843335	6.30531263962	7.81968351594	8.37017280741	9.02963240732	9.8559290981	17.668356903
0.998456027852	2.00293669195	2.01269647282	3.00584244645	3.01687774105	3.0830053879	4.02708601204	4.05083029878	4.09651359871	4.83639398868	5.06949449937	5.11828632204	5.89407417087	6.17411357641	6.32687684439	7.82166797155	8.64835553976	9.22577611545	9.86943220765	18.5912310901
0.995253274633	1.99929060165	2.00959718083	3.00051030004	3.01358620033	3.07981875745	4.02021246686	4.04440534045	4.09177882712	4.85281575726	5.05827541881	5.11193240343	5.86937153387	6.14714242635	6.34741498977	7.72348813811	8.70958228805	9.13271919508	9.76747372986	18.4558351326
0.996620830651	2.00105499026	2.01000780243	3.00300124913	3.0157379531	3.0789144187	4.02410080799	4.049441684	4.09424272173	4.81161027669	5.06709961137	5.11296919454	5.88973180816	6.17811532049	6.32918844071	7.8647564657	8.5451613345	9.19360500223	9.9123823276	18.3201433915
