          10  -11941.592279937056       -9395.4011936651932       -8061.9358680546811       -7023.0186197886660       -5455.9687022835742       -4854.7571369038442       -3096.0132681430059       -827.85871967478147        581.60187311768868        10864.413914660474     
          20  -11894.520519106109       -9433.8804188193553       -8018.9292820154078       -7007.3401079954529       -5490.7990632349665       -4832.9000759782839       -3627.9530702955994       -836.57623516859280        522.23472465087980        7241.5524499017547     
          30  -11889.540503798289       -9452.4827671227013       -8025.1259678450951       -7156.7339387275997       -5791.9854795768360       -5178.3897179801243       -3799.8158256306433       -1200.6330719565956        74.408941825018687        7756.7848745642614     
          40  -11985.243785074741       -9508.5427198980633       -8135.9317616587132       -7217.2093983565546       -5751.8456341648662       -5256.7256707264869       -3742.2882869151113       -1660.0090330842099       -212.48256254759994        8056.9925865795167     
          50  -11837.969962842890       -9377.8371979721487       -7934.6369584739259       -6949.7792936523847       -5488.8791372999549       -4911.4972746793692       -3421.2522970574491       -780.18789415605886        528.86586668865959        9960.2025579039473     
          60  -11505.136630301622       -8953.0627758695446       -7512.9274177225388       -6338.7699362066896       -4791.8502417735408       -4375.3859254061072       -2668.6116563020460        133.88830144591921        2704.5022159834170        15135.018225997477     
          70  -11551.584965198614       -9057.7930424430342       -7570.1133349856491       -6468.3883449199511       -5054.2467398880244       -4491.9132787348308       -2970.6579255251877       -81.607142824281595        2595.6864931478194        13724.022586570158     
          80  -11550.627242384544       -9069.2926061869784       -7569.6446612909922       -6455.1010464559058       -5028.3678463086508       -4400.6434518865863       -2960.9212568109556        267.13584796033177        2060.9378673499286        12835.732396048832     
          90  -11499.183986059017       -9000.9055195566925       -7496.5255135766738       -6362.0497695695558       -4920.2322757281363       -4292.5507935851683       -2799.9572078410133        349.63701400137688        2422.4038187302581        14461.545682560287     
         100  -11439.430393746205       -8985.5252774505971       -7416.4796289336273       -6322.5754661755682       -4917.6724700945260       -4223.5986712158274       -2801.2159973356042        900.28155808528311        3054.3751347080511        14776.764040448232     
         110  -11459.034774378815       -8988.6612419733465       -7448.6743822794697       -6303.8057624228659       -4866.6413520910965       -4118.8949736576515       -2802.6807715756208        1182.7713808336509        2403.9929655265992        13835.239741836063     
         120  -11483.519736112234       -9002.7749509689020       -7484.3175642835440       -6347.7669837209796       -4939.9979266745386       -4223.3371054096560       -2861.7697435974937        831.53166211659391        2474.8980076913658        13679.386403432201     
         130  -11477.814793764019       -8977.0964983005124       -7470.2104197211756       -6298.7531202715372       -4854.7859660352760       -4170.5063370836142       -2777.2374661533700        1214.5692303276912        2645.1618364379733        15248.571792102319     
         140  -11483.590763443806       -8981.4128287171643       -7479.1144794825213       -6301.0408829482085       -4848.8563028326998       -4178.8088913831161       -2776.9280978407319        1164.3343781172525        2601.4068990342680        15220.677839568023     
         150  -11427.201252323950       -8955.4722112027684       -7411.3703629273932       -6231.7532275176200       -4813.0335572854519       -3990.7644927613724       -2778.2098017292674        1741.2554012831251        2715.2862675173192        14740.576106202014     
         160  -11410.763684801161       -8938.3856501905211       -7391.9793040406385       -6213.7861793422489       -4813.0784635132213       -3988.8202954690596       -2773.3242208791221        1783.1038312216558        2806.9568765297904        14726.752051929618     
         170  -11414.192293036002       -8948.9877126119773       -7396.0718963596119       -6226.4405352526228       -4831.1036914674196       -3950.0412554736895       -2794.7558188423582        1886.9942053084983        2638.9812581545702        14255.935747501131     
         180  -11461.530892337842       -8997.3758651140506       -7457.7866106309621       -6303.1476750589472       -4920.0992154120477       -4064.2168241010672       -2891.7750746598945        1587.4585434152625        2374.9350395557985        13677.470429724201     
         190  -11472.881730444176       -9009.5604213256211       -7468.0993946157869       -6329.8829165353800       -4933.2743214750672       -4109.4620637228099       -2882.4958679126039        1499.8071631496973        2358.7946671879795        13665.026957650776     
         200  -11439.438951836759       -8967.2983975883581       -7426.1309189380336       -6263.9977506879641       -4853.7399023037260       -4028.0282461793677       -2798.8177750322284        1588.7465908781105        2530.1961623783041        14173.222753130251     
